IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,PAN,Panama,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,14.55,,,10.16,,18.99,14.55 [10.16-18.99],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,CYP,Cyprus,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,14.56,,,12.25,,17.11,14.56 [12.25-17.11],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,MLT,Malta,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,14.56,,,13.49,,16.02,14.56 [13.49-16.02],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,14.71,,,11.02,,19.48,14.71 [11.02-19.48],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,PAN,Panama,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,14.89,,,10.84,,20.28,14.89 [10.84-20.28],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,BLR,Belarus,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,15.18,,,12.96,,17.8,15.18 [12.96-17.80],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,UKR,Ukraine,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,15.19,,,11.22,,20.61,15.19 [11.22-20.61],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,BRA,Brazil,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,15.24,,,13.62,,17.38,15.24 [13.62-17.38],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,GRC,Greece,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,15.31,,,13.53,,17.44,15.31 [13.53-17.44],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,DEU,Germany,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,15.4,,,15.14,,15.67,15.40 [15.14-15.67],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,PRY,Paraguay,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,15.44,,,11.48,,21.64,15.44 [11.48-21.64],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,FRA,France,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,15.59,,,15.2,,16.05,15.59 [15.20-16.05],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ROU,Romania,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,15.75,,,14.89,,16.48,15.75 [14.89-16.48],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ITA,Italy,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,15.85,,,15.54,,16.21,15.85 [15.54-16.21],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,BEL,Belgium,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,16.01,,,15.53,,16.48,16.01 [15.53-16.48],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,COL,Colombia,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,16.07,,,13.37,,19.39,16.07 [13.37-19.39],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,COL,Colombia,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,16.16,,,13.91,,19.17,16.16 [13.91-19.17],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,CYP,Cyprus,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,16.2,,,14.19,,18.69,16.20 [14.19-18.69],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ROU,Romania,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,16.37,,,15.57,,17.17,16.37 [15.57-17.17],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,16.39,,,11.74,,22.16,16.39 [11.74-22.16],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,AUT,Austria,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,16.54,,,15.88,,17.55,16.54 [15.88-17.55],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,BLR,Belarus,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,16.56,,,14.41,,19.3,16.56 [14.41-19.30],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,PRY,Paraguay,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,16.76,,,12.95,,22.72,16.76 [12.95-22.72],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,HUN,Hungary,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,17.16,,,16.11,,18.4,17.16 [16.11-18.40],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,ECU,Ecuador,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,17.31,,,14.3,,20.12,17.31 [14.30-20.12],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,GRC,Greece,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,17.38,,,15.27,,19.61,17.38 [15.27-19.61],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,ECU,Ecuador,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,17.39,,,14.35,,20.43,17.39 [14.35-20.43],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,CRI,Costa Rica,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,17.4,,,14.27,,21.95,17.40 [14.27-21.95],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,JAM,Jamaica,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,17.47,,,16.01,,19.18,17.47 [16.01-19.18],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,UKR,Ukraine,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,17.52,,,12.84,,24.24,17.52 [12.84-24.24],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,CZE,Czechia,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,17.71,,,17.06,,18.52,17.71 [17.06-18.52],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SVN,Slovenia,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,17.85,,,16.56,,19.13,17.85 [16.56-19.13],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,HUN,Hungary,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,17.89,,,16.88,,19.27,17.89 [16.88-19.27],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,CRI,Costa Rica,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,17.91,,,15.02,,21.76,17.91 [15.02-21.76],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ITA,Italy,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,18.14,,,17.76,,18.49,18.14 [17.76-18.49],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,CYP,Cyprus,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,18.26,,,17.14,,19.39,18.26 [17.14-19.39],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,ECU,Ecuador,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,18.49,,,16.67,,20.22,18.49 [16.67-20.22],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,18.56,,,15.03,,23.61,18.56 [15.03-23.61],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SVN,Slovenia,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,18.74,,,17.82,,19.81,18.74 [17.82-19.81],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,LVA,Latvia,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,18.91,,,17.18,,21.09,18.91 [17.18-21.09],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,19.04,,,15.47,,24.04,19.04 [15.47-24.04],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,MEX,Mexico,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,19.11,,,16.78,,21.85,19.11 [16.78-21.85],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,19.35,,,16.72,,22.23,19.35 [16.72-22.23],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,NIC,Nicaragua,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,19.4,,,13.69,,27.28,19.40 [13.69-27.28],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,19.4,,,14.04,,27.38,19.40 [14.04-27.38],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,CRI,Costa Rica,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,19.48,,,16.93,,22.05,19.48 [16.93-22.05],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,CZE,Czechia,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,19.49,,,19.03,,20.14,19.49 [19.03-20.14],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,COL,Colombia,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,19.6,,,17.1,,22.05,19.60 [17.10-22.05],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,GRC,Greece,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,19.6,,,18.7,,20.64,19.60 [18.70-20.64],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,19.62,,,14.12,,27.19,19.62 [14.12-27.19],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,CUB,Cuba,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,19.62,,,14.17,,27.08,19.62 [14.17-27.08],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,HRV,Croatia,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,19.64,,,18.06,,21.41,19.64 [18.06-21.41],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ROU,Romania,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,19.71,,,18.96,,20.4,19.71 [18.96-20.40],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,BLR,Belarus,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,19.75,,,17.29,,22.37,19.75 [17.29-22.37],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SVK,Slovakia,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,19.75,,,18.75,,20.84,19.75 [18.75-20.84],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,CZE,Czechia,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,19.75,,,19.03,,20.53,19.75 [19.03-20.53],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,HRV,Croatia,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,19.84,,,18.39,,21.54,19.84 [18.39-21.54],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ISR,Israel,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,20.2,,,17.33,,24.02,20.20 [17.33-24.02],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,20.2,,,8.42,,38.64,20.20 [8.42-38.64],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,CHL,Chile,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,20.21,,,18.22,,22.54,20.21 [18.22-22.54],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,NIC,Nicaragua,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,20.36,,,14.5,,29.29,20.36 [14.50-29.29],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,HUN,Hungary,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,20.39,,,19.31,,21.5,20.39 [19.31-21.50],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ITA,Italy,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,20.39,,,20.01,,20.67,20.39 [20.01-20.67],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,HRV,Croatia,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,20.49,,,19.01,,21.92,20.49 [19.01-21.92],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,MEX,Mexico,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,20.6,,,18.13,,22.67,20.60 [18.13-22.67],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SVK,Slovakia,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,20.61,,,19.61,,21.72,20.61 [19.61-21.72],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,20.69,,,16.08,,27.02,20.69 [16.08-27.02],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,20.8,,,8.56,,42.8,20.80 [8.56-42.80],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,CHL,Chile,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,20.97,,,18.46,,23.63,20.97 [18.46-23.63],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ISR,Israel,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,21.03,,,19.4,,22.45,21.03 [19.40-22.45],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SVK,Slovakia,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,21.15,,,19.67,,22.79,21.15 [19.67-22.79],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ALB,Albania,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,21.21,,,18.69,,24.01,21.21 [18.69-24.01],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,BGR,Bulgaria,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,21.24,,,19.99,,22.44,21.24 [19.99-22.44],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SVN,Slovenia,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,21.35,,,19.56,,23.36,21.35 [19.56-23.36],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,NIC,Nicaragua,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,21.54,,,14.71,,30.71,21.54 [14.71-30.71],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ALB,Albania,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,21.88,,,19.46,,24.41,21.88 [19.46-24.41],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,HND,Honduras,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,22.11,,,15.95,,30.08,22.11 [15.95-30.08],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ALB,Albania,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,22.13,,,19.28,,25.13,22.13 [19.28-25.13],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,POL,Poland,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,22.39,,,21.78,,23.09,22.39 [21.78-23.09],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,22.43,,,9.21,,49.78,22.43 [9.21-49.78],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TUR,Türkiye,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,22.44,,,20.78,,23.72,22.44 [20.78-23.72],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TUR,Türkiye,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,22.52,,,20.85,,23.92,22.52 [20.85-23.92],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,HND,Honduras,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,22.6,,,15.75,,30.9,22.60 [15.75-30.90],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,22.68,,,19.02,,27.15,22.68 [19.02-27.15],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,GEO,Georgia,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,22.93,,,16.27,,32.33,22.93 [16.27-32.33],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TUR,Türkiye,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,23.25,,,22.08,,24.63,23.25 [22.08-24.63],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,HND,Honduras,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,23.49,,,16.05,,32.38,23.49 [16.05-32.38],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ISR,Israel,Year,2012,FALSE,Residence Area Type,Cities,RESIDENCEAREATYPE_CITY,,,,,,,,,,23.5,,,22.13,,25.11,23.50 [22.13-25.11],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,23.6,,,17.28,,32.48,23.60 [17.28-32.48],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,GTM,Guatemala,Year,2012,FALSE,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,23.66,,,17.5,,31.1,23.66 [17.50-31.10],,,EN,2022-08-11T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,BGR,Bulgaria,Year,2012,FALSE,Residence Area Type,Towns,RESIDENCEAREATYPE_TOWN,,,,,,,,,,23.67,,,22.37,,25.07,23.67 [22.37-25.07],,,EN,2022-08-11T23:00:00.000Z
